-9999.000000	-9999.000000	-9999.000000	0.935778	0.951819	0.961074	0.940787	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	0.923252	0.943453	0.943396	0.944055	0.950528	0.958528	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	0.959905	0.948963	0.945217	0.944438	0.951178	0.955542	0.963689	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	0.961305	0.957245	0.955862	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	0.960484	0.928512	0.941477	0.870710	0.932572	0.941242	0.960525	0.969868	0.968832	0.966376	0.972157	0.967212	0.965125	0.965566	0.965149	0.952692	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	0.953352	0.948655	0.927313	0.906479	0.933660	0.951977	0.964666	0.952780	0.975019	0.972913	0.972587	0.964344	0.971451	0.968035	0.965939	0.912922	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	-9999.000000	0.925116	0.934775	0.938876	0.927118	0.923861	0.956197	0.970690	0.964418	0.969281	0.975555	0.968104	0.959861	0.969143	0.962511	0.957015	0.948252	0.947049	0.951801	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	-9999.000000	0.939009	0.937027	0.949559	0.950828	0.941614	0.935126	0.937096	0.902535	0.957525	0.970129	0.965957	0.967729	0.964891	0.942009	0.955845	0.949327	0.948634	0.950239	0.952502	0.935066	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	0.928936	0.925429	0.920679	0.957075	0.945701	0.939314	0.953337	0.947854	0.954132	0.961408	0.950335	0.951408	0.952180	0.951459	0.949377	0.935065	0.940036	0.926223	0.941778	0.931148	0.928886	0.957536	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000	-9999.000000
0.947677	0.943718	0.933069	0.931341	0.939496	0.937657	0.943310	0.949581	0.957693	0.949861	0.963398	0.955577	0.957214	0.963008	0.960415	0.962082	0.955738	0.914146	0.934679	0.929235	0.957415	0.968680	0.968687	0.960854	0.961068	-9999.000000	-9999.000000	-9999.000000	-9999.000000
-9999.000000	0.946142	0.944181	0.938508	0.940414	0.930186	0.921172	0.922017	0.940877	0.939318	0.959556	0.964639	0.949497	0.946202	0.962961	0.961539	0.954767	0.949349	0.937319	0.957957	0.956928	0.965237	0.968393	0.964844	0.957789	0.972425	-9999.000000	-9999.000000	-9999.000000
